25 100
13
1 30
2 2 560
3 632 1
3 947 3
3 16 1
2 7 -1
3 21 1
2 4 915
2 9 -1
2 7 -1
2 2 947
2 2 949
2 1 16
1000
1 10000
2 6 0
2 6 6
2 2 12
2 1 14
2 10 15
2 3 25
2 8 28
2 7 36
2 10 43
3 6 6
2 7 53
2 5 6
2 1 11
2 7 60
3 14 1
3 6 5
2 5 6
3 0 6
2 8 67
2 5 0
2 9 75
3 36 7
2 3 36
2 10 84
2 2 39
2 7 94
2 9 101
3 36 3
2 7 110
2 8 117
2 4 125
3 94 7
2 10 129
2 10 139
3 117 8
3 110 7
2 1734 149
3 60 7
2 9 110
2 2 41
2 10 1883
3 53 7
2 7 94
2 7530 1893
2 4 119
2 6 53
2 6 59
2 5 9423
2 1 5
2 449 9428
2 40 9877
2 8 9917
2 5 9925
3 5 1
3 41 2
3 12 2
2 9 9930
2 5 9939
2 4 9944
3 119 4
3 43 10
2 9 41
2 4 119
3 39 2
2 6 9948
2 4 36
2 3 12
2 8 9954
2 8 9962
2 1 5
2 10 9970
2 7 9980
3 8334 -1
2 5 9987
2 1 40
2 6 9992
2 9 -1
2 5 -1
3 25 3
3 139 10
3 9948 6
3 67 8
2 16 -1
2 1 123
2 4 9948
2 4 65
2 10 139
3 59 6
3 28 8
3 9428 449
3 125 4
3 9939 5
2 6 59
2 3 50
2 6 69
3 6 5
3 84 10
2 5 6
2 2 9952
2 2 9998
2 6 84
2 4 90
2 4 124
2 2 9939
2 5 25
2 3 9941
2 385 9428
2 24 9813
3 9970 10
2 56 -1
3 53 6
2 6 30
2 4 53
2 6 9970
3 84 6
3 110 9
2 4 9976
2 6 84
2 25 9837
3 9952 2
2 5 110
3 9930 9
2 9 9930
3 36 4
3 9939 2
3 9930 9
2 4 36
2 9 9930
2 1 128
2 21 -1
2 6 9862
2 9 9868
2 6 -1
2 9 -1
2 3 115
2 2 57
2 10 -1
3 1883 10
2 10 1883
2 6 -1
2 6 -1
2 4 -1
2 2 9939
2 3 -1
3 84 6
2 10 -1
2 6 84
2 9 -1
2 3 -1
2 9 -1
3 0 5
3 115 3
2 8 -1
2 2 9952
2 9 -1
2 5 0
2 6 -1
2 4 115
3 9862 6
2 6 9862
3 9998 2
3 9925 5
2 9 -1
2 9 -1
2 3 9925
3 2301 -1
3 84 6
2 4 84
2 2 88
2 4 -1
3 9423 5
2 7 -1
2 4 9423
2 8 -1
2 9 -1
2 5 -1
2 6 -1
3 1883 10
2 13 -1
2 4 1883
2 9 -1
3 124 4
2 6 1887
2 8 -1
3 129 10
2 3 124
2 10 129
2 3 -1
2 9 -1
2 3 -1
3 9837 25
2 3 9837
2 5 9840
2 2 9928
2 1 127
3 9428 385
2 8 9845
2 396 -1
2 7 9853
3 9954 8
2 5 9954
2 1 9860
2 6 9427
2 84 9433
2 194 9517
2 6 9711
2 5 9717
3 65 4
2 8 9722
2 4 65
2 4 9730
2 3 9959
2 2 9998
2 9 9734
2 9 9743
2 10 9752
2 8 9762
2 6 9770
3 9952 2
3 1887 6
2 1 9861
3 9427 6
3 9433 84
2 2 9952
2 8 9776
2 6 1887
3 9423 4
2 10 9784
2 5 9794
3 6 5
2 9 9799
3 9928 2
2 1 9928
2 1 9929
2 2 6
3 9917 8
2 61 9423
3 36 4
2 4 36
2 2 8
3 9752 10
2 5 9808
3 9930 9
2 10 9752
2 10 9484
3 9799 9
2 5 9917
2 12 9494
2 22 -1
2 7 9799
2 8 9930
2 7 9506
2 2 9806
3 5 1
3 15 10
2 8 15
2 4 9513
3 50 3
2 6 -1
3 9980 7
2 4 9980
3 9970 6
2 5 9970
2 10 -1
2 4 -1
2 10 -1
2 6 -1
2 9 -1
3 9484 10
3 1893 7530
2 6 9484
3 75 9
2 10 1893
2 9 75
3 9992 6
2 5 9992
2 2015 1903
3 57 2
2 9 3918
2 9 3927
2 1 5
2 3570 3936
3 127 1
3 9799 7
3 9776 8
2 9 7506
2 8 9776
3 9929 1
2 1 10
2 4 9490
2 1401 7515
3 139 10
2 5 9799
2 3 50
2 37 8916
2 24 8953
2 4 139
2 18 8977
2 6 143
3 1903 2015
2 1 127
2 4 8995
2 9 8999
3 9952 2
3 88 2
2 8 9008
2 10 9016
2 8 9026
3 9944 4
3 9743 9
2 1694 1903
2 6 9743
2 9 3597
2 1 9929
2 5 3606
2 2 23
3 9948 4
2 6 9944
3 9008 8
2 10 3611
2 159 3621
2 135 3780
2 2 57
2 4 9950
2 7 9008
3 1893 10
2 2 88
2 1 9015
2 3 3915
2 5 1893
2 8 9034
3 9015 1
2 9 9042
2 6 9051
3 9962 8
2 7 9962
3 9992 5
2 10 9057
2 139 9067
2 196 9206
3 6 2
3 9845 8
2 33 -1
2 10 9402
3 9034 8
2 10 9412
2 5 1898
3 9776 8
3 9752 10
2 10 9749
2 6 9992
3 9517 194
3 127 1
2 6 9034
2 72 9517
2 8 9776
3 123 1
2 9 9589
3 3597 9
2 5 9845
3 9722 8
3 9799 5
2 6 9799
3 9494 12
3 25 5
2 1 123
2 2 6
3 9016 10
3 8916 37
3 9868 9
2 4 25
3 59 6
3 119 4
2 3 9759
2 4 119
2 7 9722
3 9845 5
3 88 2
2 6 59
3 57 2
2 7 9845
2 3 9922
3 9861 1
2 4 3597
2 1 29
2 4 3601
2 7 9868
2 3 9984
2 5 9015
2 3 9020
2 8 9494
3 9423 61
2 4 9502
2 158 -1
2 9 8916
2 2 57
2 1 127
3 9026 8
2 4 9023
3 94 7
3 9770 6
2 4 9770
2 9 8925
2 80 9598
2 10 8934
2 13 9678
2 10 9691
3 9959 3
2 3 9959
3 9992 6
3 9922 3
2 3 9922
2 7 94
2 7 9027
2 8 8944
2 1 3605
2 4 9992
3 123 1
2 4 9701
2 1 123
2 5 9705
3 3780 135
3 9067 139
3 3606 5
3 9998 2
2 158 -1
2 8 9422
2 123 3780
2 4 9996
2 140 -1
3 2848 -1
3 40 1
2 4 3606
2 1 40
2 6 3903
2 4 3909
2 6 9430
3 9950 4
3 0 5
3 9494 8
2 5 0
2 1 3610
3 9992 4
2 1 8952
2 8 9494
2 10 9436
3 9929 1
2 10 9446
2 10 9456
3 9925 3
2 10 9466
2 6 9476
2 142 -1
2 93 9067
2 1 9710
2 3 9925
2 5 9160
3 59 6
2 65 -1
2 64 -1
2 8 9165
3 3621 159
2 9 9173
2 7 9182
2 72 3621
3 1883 4
3 9502 4
2 16 9189
2 7 3693
3 9840 5
2 33 3700
2 84 -1
2 3 1883
2 20 3733
3 9589 9
3 1903 1694
3 9749 10
2 8 9589
2 6 59
3 127 1
2 1179 1903
2 3 9502
2 9 9749
3 9023 4
2 203 3082
3 9954 5
2 9 9950
2 6 3753
2 7 3759
2 7 3766
2 9 3285
2 1 127
2 10 3294
2 7 3773
2 8 3304
3 3294 10
2 8 3294
3 9189 16
3 15 8
2 6 15
2 9 9189
3 8952 1
2 1 1886
2 10 3312
2 3 9023
2 8 9198
2 7 3322
2 9 3329
2 9 3338
2 107 3347
2 8 3454
3 9730 4
3 3936 3570
2 1 8952
3 25 4
2 5 9729
2 3 25
2 9 3462
2 9 3471
3 3903 6
2 1939 3936
2 8 3480
2 3 9992
2 5 9840
2 100 3488
2 5 3903
2 2 21
3 3454 8
2 8 3454
2 9 3588
2 114 5875
2 4 5989
3 9770 4
3 3611 10
2 3 9770
2 6 3611
2 9 5993
3 7309 -1
3 9430 6
2 118 6002
2 8 6120
2 103 6128
2 10 6231
2 9 6241
2 3 9773
2 2 88
2 8 6250
2 937 6258
3 124 3
3 7515 1401
2 3 124
2 4 3617
3 1893 5
2 4 1893
2 1 28
2 3 9430
3 9027 7
3 9189 9
2 460 7515
2 4 9026
3 9206 196
3 9962 7
2 3 9433
2 8 9962
2 6 9189
3 9773 3
2 1357 -1
3 3285 9
2 3 9195
3 9729 5
2 2 3302
3 9502 3
2 1323 -1
2 6 3285
2 10 9206
3 9987 5
2 5 9729
2 1237 -1
3 9008 7
2 2 3913
3 57 2
2 4 9030
3 9589 8
2 6 9008
2 10 9216
2 414 7975
2 8 9589
2 583 -1
3 30 6
2 754 -1
2 1016 -1
2 4 9502
3 8995 4
2 4 8995
3 3588 9
2 4 9987
2 3 3291
2 1 1897
2 10 9226
3 9853 7
2 5 30
2 168 7195
2 2 57
3 1883 3
2 109 7363
2 4 9852
2 6 3588
2 1 35
2 169 8389
2 2 9040
3 7195 168
2 2 9482
2 8 7472
2 46 9236
2 8 7480
2 10 7488
2 10 9282
2 4 9856
3 5 1
2 94 9292
3 6128 103
2 3 1883
2 8 7498
3 9030 4
2 9 9386
2 461 -1
3 53 4
2 4 53
2 7 9395
2 7 6128
2 4 9030
2 9 6135
2 8 6144
3 9386 9
2 9 9386
2 562 -1
3 9941 3
2 9 6152
3 9030 4
2 9 6161
2 2 9875
3 75 9
3 65 4
2 3 3594
2 9 75
2 6 6170
2 2 9773
3 9996 4
3 9959 3
2 417 -1
3 1886 1
3 9877 40
2 3 9941
2 1 5
2 6 9877
3 9762 8
2 9 9883
3 3594 3
3 101 9
2 8 9762
2 8 101
2 2 3594
2 2 9959
2 1 109
2 1 1886
2 6 9892
3 11 1
3 75 9
3 41 9
2 10 9898
2 2 65
2 3 9030
2 6 41
2 8 75
2 7 9908
3 3597 4
2 6 6176
3 3936 1939
3 3423 -1
3 6 2
2 3 47
2 3 3596
2 8 6182
2 6 6190
2 1 11
3 129 10
2 248 8558
2 9 129
2 1593 3936
3 9506 7
2 9 6196
2 2 6
2 10 6205
3 3700 33
2 6 9506
2 442 -1
3 1886 1
3 9026 4
2 6 6215
2 9 6221
2 303 5529
2 7 3700
2 10 3707
2 3 9026
2 307 -1
2 6 3717
2 7 3723
3 3700 7
3 3606 4
2 2 67
2 9 5832
3 8999 9
3 3913 2
3 124 3
2 10 5841
2 2 3599
3 9868 7
2 5 9995
2 1 83
3 3322 7
2 277 -1
3 9589 8
2 10 5851
2 2 3913
2 9 8999
2 5 3322
2 1 138
2 8 9589
2 9 5861
2 8 8806
3 8952 1
2 6 3700
2 10 8814
2 9 8824
2 6 9868
3 3610 1
2 3 124
2 9 8833
2 4 3606
3 109 1
2 102 7195
3 6190 6
3 9292 94
2 1 109
2 266 -1
3 41 6
2 8 7297
3 9226 10
3 65 2
2 8 9226
2 2 65
2 10 7305
2 2 3327
2 10 7315
2 8 7325
2 10 7333
3 9898 10
2 9 9898
2 101 -1
3 9446 10
2 6 41
3 6128 7
2 2 9234
2 4 5870
2 9 9446
2 4 6190
3 1893 4
2 209 -1
2 7 6128
2 3 3730
2 198 -1
2 3 1893
3 9987 4
2 9 7343
3 3915 3
2 5 9987
2 3 3915
3 3621 72
3 127 1
2 1 127
3 3304 8
2 1 1886
2 10 7352
2 273 -1
3 6258 937
3 115 4
3 9422 8
2 2 6194
3 9959 2
2 9 3621
2 2 9915
2 1 1896
3 9743 6
2 2 9959
3 3471 9
2 52 3630
2 9 3471
2 10 3682
2 4 115
3 9165 8
3 9466 10
2 629 6258
2 5 9743
2 5 3304
2 10 9466
2 5 9165
2 1 3610
2 3 3309
2 275 6887
2 117 -1
3 128 1
3 9928 1
3 9386 9
2 10 7162
2 5 9422
3 9860 1
2 4 7172
2 5 7176
2 10 7181
3 8 2
3 110 5
2 30 8842
2 7 8872
3 84 4
2 2 8
2 10 8879
2 1 128
2 10 8889
2 95 9292
3 9482 2
3 9422 5
2 49 -1
2 46 -1
2 7 9387
2 7 9422
2 2 9482
2 2 9860
3 6120 8
2 10 8899
3 3611 6
2 7 8909
3 3606 4
2 3 9170
3 6196 9
3 9402 10
2 7 6120
2 5 110
2 10 9402
2 10 -1
3 9234 2
2 4 84
2 34 -1
3 1601 -1
2 38 -1
3 2653 -1
2 9 6196
3 9701 4
2 1 3692
2 1 3706
2 5 3611
2 4 3606
2 1 3616
2 10 -1
2 2 9234
2 8 -1
2 10 -1
2 7 -1
2 6 -1
2 6 -1
3 9189 6
2 9 -1
2 26 -1
3 9182 7
2 10 9182
2 2 9928
2 10 -1
2 6 -1
2 8 -1
2 6 -1
2 3 9192
2 25 -1
2 3 7191
2 2 9701
2 8 -1
2 4 -1
3 9799 6
2 6 9799
2 8 -1
2 2 9703
2 2 -1
3 3596 3
3 9898 9
2 8 9898
3 8916 9
2 2 9906
2 8 8916
2 4 -1
3 9042 9
2 3 3596
3 6221 9
2 8 9042
2 5 6221
2 8 -1
2 7 -1
2 2 6226
2 3 6228
2 5 -1
2 2 -1
2 2 -1
2 10 -1
2 6 -1
2 8 -1
2 10 -1
3 3588 6
2 5 3588
2 2 -1
3 9282 10
3 3488 100
2 3 9282
2 4 9285
2 2 9289
3 3588 5
2 8 3488
2 7 3496
2 10 3503
2 10 3513
2 6 3523
2 10 3529
3 9023 3
2 8 3539
3 7162 10
2 9 7162
2 2 9023
2 4 3547
3 3692 1
2 10 3551
2 14 3561
2 5 3575
2 3 3580
2 10 3583
3 9165 5
2 32 -1
2 9 -1
3 9456 10
2 1 3593
2 10 9455
2 8 -1
3 3759 7
3 3547 4
2 5 9165
2 6 3759
2 7 -1
2 2 3547
2 14 -1
2 2 3549
2 1 3692
3 8925 9
2 5 8924
2 4 8929
2 8 -1
2 6 -1
2 8 -1
2 6 -1
3 9292 95
2 4 9291
2 8 9295
2 103 -1
2 1 3765
3 9589 8
2 10 9303
3 9915 2
2 2 9915
2 4 9589
2 6 9313
2 27 9319
2 3 9593
2 1 3908
3 9198 8
2 5 9198
3 7333 10
2 2 9596
3 5529 303
2 5 7333
3 3621 9
3 9402 10
2 5 7338
2 2 9203
2 2 3621
3 90 4
2 3 90
2 53 5529
3 6120 7
3 7195 102
2 97 7194
2 7 3623
2 2 7291
3 9908 7
2 6 9908
3 3304 5
1000
1 100000
2 4 0
2 8 4
2 4 12
2 7 16
2 3 23
2 1 26
3 26 1
2 81890 26
2 5 81916
2 1938 81921
3 26 81890
3 4 8
2 10 83859
2 8 4
2 7 83869
2 21623 26
3 12 4
3 81921 1938
3 16 7
3 83869 7
3 83859 10
3 81916 5
2 2 12
2 7 14
3 26 21623
2 3 26
2 10 29
3 14 7
2 1 14
2 6 15
3 15 6
3 29 10
2 43144 29
2 3 15
2 7 43173
2 10 43180
2 2 18
2 4764 43190
2 6 47954
3 18 2
2 10 47960
2 9 47970
2 6 47979
2 3 18
3 18 3
2 5 18
3 12 2
2 2 12
2 38816 47985
2 8 86801
2 3 86809
2 5 86812
2 9 86817
2 2 86826
2 2 86828
2 8 86830
3 86809 3
2 3376 86838
2 5 90214
2 8 90219
2 8744 90227
3 26 3
2 5 98971
2 5 98976
2 4 98981
2 7 98985
3 29 43144
2 18673 26
3 90227 8744
2 9 98992
2 2 86809
2 7 99001
2 2 99008
2 6 99010
2 1 86811
2 9 99016
2 8 99025
3 86801 8
2 6 86801
2 9 99033
2 4 99042
3 14 1
2 4 99046
2 10 99050
2 8 99060
3 90219 8
2 20226 18699
2 12105 -1
3 99042 4
3 43180 10
2 5 43180
2 8 99068
2 5987 90219
2 4 99042
3 98985 7
2 6052 -1
2 8 99076
2 2 86807
2 8 99084
2 4316 -1
2 7819 -1
2 9 99092
2 5373 -1
2 9 99101
3 43190 4764
2 8 99110
2 9 99118
3 99050 10
3 86811 1
2 4 98985
2 5741 -1
3 7979 -1
2 10 99050
2 10532 -1
2 1663 96206
2 6816 -1
2 4674 43185
2 4840 -1
3 47970 9
2 10 47859
2 5 47970
2 2 98989
2 9 47869
2 5 47878
2 9 47883
2 9 47892
2 1 14
2 5 47901
3 43185 4674
2 2715 38925
2 4 47975
2 5 47906
2 6147 -1
2 6 47911
2 5 47917
2 2 47922
3 47970 5
2 1654 43185
3 47883 9
2 5 47970
2 2 47883
2 4287 -1
2 5823 -1
3 99016 9
2 1 86811
2 8 99016
2 10 47924
2 6268 -1
3 86807 2
2 1662 44839
2 5 47885
2 7 47934
2 5 47941
2 2 47890
2 4053 -1
3 47979 6
2 3620 -1
2 1 98991
3 47934 7
3 86828 2
2 2 86807
2 3940 -1
2 5 47979
2 6 47934
3 17494 -1
3 47917 5
2 4 47917
3 86807 2
3 98992 9
2 8 47946
2 7 98992
2 300 99127
2 2 86807
2 1 47921
2 7 99427
3 47954 6
2 2611 -1
2 10 99434
3 47906 5
3 17393 -1
2 6 47954
2 9 99444
3 99010 6
3 47892 9
2 3 47906
2 3625 -1
2 6 99010
2 9 47892
2 2 47909
2 5 99453
2 1 47940
2 10 99458
2 9 99468
3 47960 10
2 9 47960
2 4 99477
2 6 99481
2 6 99487
2 1 47969
2 9 99493
2 3 99502
2 1 47984
2 2 86828
2 53 99505
3 86807 2
2 1 99024
3 44839 1662
2 8 99558
2 4 99566
2 10 99570
3 86801 6
2 5612 -1
3 99127 300
2 8 86801
3 47859 10
2 9 99127
2 1 98999
3 86830 8
2 7 86830
2 2595 44839
3 99118 9
2 3 99118
3 86828 2
2 7 99136
2 1 86837
3 47901 5
2 4 47901
3 99453 5
2 2 86828
2 8 99143
3 44839 2595
3 99468 9
2 3195 -1
2 6 99121
2 2203 44839
3 86830 7
3 99570 10
2 3 99453
2 2 99456
2 1 47905
2 1359 41640
2 6 86830
2 7 99468
2 1 86836
2 6 42999
2 2 99475
2 8 43005
3 99143 8
2 9 43013
2 8 43022
2 2 43030
2 6 43032
2 1 99000
2 9 43038
2 10 43047
2 10 43057
2 1 43067
2 1 43068
3 99046 4
2 497 47042
2 11 43069
2 8 43080
2 7 43088
2 6 43095
2 4 99046
2 1819 -1
2 1 43101
2 9 43102
2 2 43111
2 3 43113
3 47985 38816
2 9 43116
2 3 43125
2 5 43128
3 43173 7
2 6 43133
2 10 43139
2 4 43149
2 1 43153
2 7 43154
3 47960 9
3 99033 9
3 86809 2
2 4 47960
2 17104 47985
2 9 99033
3 47885 5
2 22140 -1
2 9 43161
3 99487 6
2 5 47885
2 5 47964
3 43030 2
2 2 43030
2 4 99487
2 4 43170
3 99092 9
2 1 86809
3 99050 10
2 6 43174
2 6 99092
2 2 99491
2 9 99050
2 22880 -1
2 2 99098
2 1554 65089
2 798 97869
2 10 99143
2 17984 66643
2 2 99153
3 43005 8
3 43102 9
2 1932 84627
2 6 43005
2 5 43102
2 1 86810
2 2 43011
2 1 99059
3 86809 1
2 3 43107
3 43113 3
3 86830 6
3 43107 3
2 6 86830
2 3 43113
2 1505 -1
3 15 3
2 1395 -1
3 43125 3
2 3 15
2 240 86559
2 2 86799
2 170 99155
2 8 99325
2 8 99333
2 3 43125
2 9 99341
2 5 99350
2 5 99355
2 7 99360
2 6 99367
2 7 99373
3 98989 2
2 3 43107
2 3 99380
2 10 99383
2 425 99570
2 1 43110
2 458 -1
2 3 99995
3 99355 5
2 318 47539
2 5 99355
2 3 47857
3 47885 5
2 1 86809
2 3 47885
2 164 98667
2 5 47860
2 1 99100
2 2 47888
2 1 98989
2 3 47865
2 66 98831
2 86 -1
2 7 99393
2 5 99400
2 8 99405
2 7 99413
3 47906 3
2 3 47906
2 17 98897
3 47946 8
2 9 98914
2 8 47946
3 99100 1
2 8 98923
2 15 98931
2 7 99420
2 8 98946
2 7 98954
3 47941 5
2 8 98961
3 47883 2
3 86830 6
3 99136 7
2 3 47941
2 5 86830
3 99434 10
2 9 99434
2 7 99136
3 99393 7
3 99127 9
2 10 -1
3 98992 7
2 4 98992
2 1 47868
3 99000 1
3 98976 5
2 2 47883
2 2 47944
2 5 98976
2 9 99127
2 5 99393
2 3 98996
2 4 -1
2 7 -1
2 9 -1
2 11 -1
2 9 -1
2 9 -1
2 6 -1
2 8 -1
2 4 -1
3 99025 8
3 43057 10
3 99153 2
3 47984 1
3 99050 9
2 5 99025
3 43032 6
3 99350 5
2 1 47984
3 99325 8
3 86799 2
2 4 99350
3 43022 8
2 2 86799
3 99060 8
3 43170 4
3 47911 6
2 3 99030
2 4 43170
2 6 43032
3 47954 6
2 9 99050
3 99355 5
3 47921 1
2 7 43022
3 47883 2
2 4 47911
3 65089 1554
2 3 47954
2 672 65089
2 8 99060
2 10 43057
3 99008 2
2 6 99354
2 6 99325
2 10 65761
2 8 65771
2 9 65779
2 273 65788
3 99475 2
2 1 43029
3 43125 3
2 373 66061
2 2 47883
2 8 66434
2 4 66442
3 38925 2715
2 1688 38925
2 6 66446
2 1 47921
2 9 66452
2 7 66461
2 1 86835
2 4 66468
2 636 40613
3 47921 1
2 266 41249
2 9 41515
2 124 66472
2 5 66596
2 1 47921
2 22 66601
2 3 43125
2 7 66623
3 86559 240
2 106 41524
3 47868 1
2 5 41630
2 9 66630
2 9 86559
2 4 66639
3 44130 -1
2 7 86568
2 9 86575
2 1 47868
2 4 41635
2 90 86584
3 86811 1
2 6 86674
3 99110 8
3 43113 3
2 17 86680
3 43107 3
2 106 -1
2 5 99110
2 10 86697
2 4 86707
2 10 86711
2 7 86721
2 2 47915
2 4 86728
3 43185 1654
2 6 86732
2 1 41639
3 99373 7
2 6 99373
3 66446 6
2 10 86738
3 43005 6
2 3 43107
2 9 86748
2 67 43185
2 10 86757
3 99456 2
2 10 86767
3 66639 4
2 5 43005
2 9 86777
2 3 43113
3 43088 7
2 5 66446
2 1 43010
3 43154 7
2 3 47957
3 98989 1
3 47984 1
3 86728 4
2 1107 43252
2 8 86786
2 7 43088
2 2 98969
2 1 47984
2 10 44359
2 4 66639
2 1 66451
2 5 86794
2 4 86728
2 315 44369
3 43174 6
2 5 43174
2 159 -1
3 99010 6
3 43067 1
3 98991 1
2 10 44684
3 43133 6
2 7 43154
2 4 43133
2 2 43137
2 10 44694
2 5 99008
3 47888 2
2 2 47888
3 99121 6
3 99008 5
2 4 99121
2 3 98989
2 7 99008
2 108 44704
3 65089 672
2 1 43067
3 98831 66
2 123 65089
2 6 44812
2 430 65212
3 66468 4
2 2 99125
2 6 44818
2 4 66468
3 47868 1
2 5 44824
2 1 43179
3 44684 10
2 127 -1
2 186 -1
2 9 44684
2 3 99115
2 4 44829
2 6 44833
2 7 98831
2 8 98838
2 109 65642
2 4 65751
2 2 99153
3 44824 5
2 4 44824
3 86680 17
2 6 65755
2 6 86680
3 43057 10
3 99076 8
3 99084 8
2 86 -1
2 10 43057
3 65751 4
2 92 -1
2 8 86686
2 10 99076
2 2 99331
2 2 99398
3 47905 1
2 54 -1
3 47941 3
2 9 98846
3 44839 2203
2 1 44693
3 99025 5
2 4 65751
3 65779 9
3 47940 1
2 7 65779
3 99024 1
2 1815 44839
2 9 98855
2 1 44828
2 7 98864
3 43005 5
3 99143 10
2 6 99024
2 2 65786
2 4 47940
3 43022 7
2 10 99143
3 98931 15
2 9 98931
2 104 46654
3 47957 3
3 99325 6
2 9 98871
2 3 47957
2 3 86694
3 26 18673
2 5757 26
2 10 98880
2 4 43005
2 9 46758
3 43088 7
2 3 98940
3 99092 6
3 99383 10
3 99127 9
3 99380 3
2 10 99086
3 86812 5
2 7 43022
3 99046 4
2 8 99127
2 3 98943
2 1 43009
2 6 86811
2 4 99046
2 6 99325
3 43030 2
3 99086 10
2 833 5783
2 2 43030
3 99076 10
2 4372 6616
2 6 43088
2 1 43094
2 702 10988
3 99016 8
3 43088 6
2 9 99015
2 10 99379
3 43067 1
3 44828 1
2 738 11690
2 7 98890
2 8 99076
2 4 99389
2 2 99456
2 667 12428
2 2 99475
3 90214 5
2 6 43088
2 10 99084
2 7 46767
3 47954 3
3 99570 425
3 47885 3
2 7 46774
2 9 46781
2 1 43067
2 2337 13095
3 98667 164
2 4 99094
2 1016 15432
2 2960 -1
2 8 98667
3 5783 833
3 43133 4
2 9 98675
2 2662 -1
3 47042 497
2 6 98684
3 40613 636
2 2 99998
2 6 98690
2 4 43133
3 99367 6
2 2 47885
2 10 98696
3 76809 -1
2 2 47954
2 9 98706
2 4 90214
2 3 99367
2 4 98715
3 65212 430
2 1 44828
2 5 98719
2 5 98724
2 4619 -1
2 4 98729
2 1 47868
2 10 98733
3 47970 5
2 1 47887
2 9 98743
2 2 99370
3 86559 9
2 7 86559
2 1161 16448
2 7 98752
3 36795 -1
2 1 47905
2 1 47956
2 5 47970
2 4 98759
3 86786 8
2 2630 -1
2 5 86786
2 3 86791
3 98724 5
3 98715 4
3 86837 1
3 47539 318
2 8 98763
3 99121 4
2 2374 -1
2 2 86566
2 5 98724
2 10 98771
2 2 98715
3 38925 1688
2 5427 -1
2 3 99121
3 90219 5987
2 3 98781
3 3433 -1
3 99115 3
3 98890 7
2 1 86837
2 3 99115
3 47887 1
3 43095 6
2 10 98784
3 99030 3
3 43030 2
2 3 99030
3 99331 2
3 43149 4
3 99115 3
2 1 47887
2 11975 -1
2 7 98890
2 6 43095
3 98690 6
2 3 99115
2 2 43030
2 4 43149
3 44812 6
3 43095 6
2 9 98794
2 5 43095
2 1797 38925
3 66061 373
2 5 44812
2 5 98690
3 43110 1
2 1 43100
2 1 43110
2 2 98717
2 3072 90218
3 43057 10
3 6616 4372
2 7 43057
3 43110 1
3 38925 1797
2 5 98803
3 99060 8
2 4 99060
3 86694 3
3 65761 10
2 9 65761
2 5 98808
3 41639 1
3 41630 5
2 1 41639
3 98667 8
2 3590 5783
2 4766 -1
2 10 98813
2 3 43064
2 8 98667
2 9 66061
3 65751 4
3 98696 10
3 86711 10
2 10 86711
2 6 98823
2 2588 93290
2 6271 -1
3 98675 9
3 98706 9
2 9 98675
2 5623 -1
2 6 98695
2 4 65751
2 7 98701
2 5 41630
3 86810 1
2 1459 9373
3 98981 4
2 7 98708
2 7 10832
3 15 3
2 4 98981
3 43011 2
3 86568 7
2 9 10839
2 5 86568
2 10 10848
2 2 43011
2 3 15
2 1 43110
3 47857 3
2 6 10858
2 436 46790
2 7 10864
2 1 44817
2 8 10871
2 2 86573
2 3 86694
2 5 10879
2 9 10884
2 521 47226
2 9 10893
3 43067 1
2 6 10902
2 5 10908
2 1407 38925
2 5 10913
2 9 10918
2 1 43067
3 14 1
2 3214 -1
2 6 10927
2 7 10933
2 7 10940
3 99566 4
3 98813 10
3 43030 2
2 3 99064
3 10918 9
3 66061 9
2 2081 -1
2 4 10918
3 86786 5
2 8 98813
3 10879 5
2 8 10947
2 2768 -1
3 43116 9
2 2638 -1
2 3 10879
3 41640 1359
2 6 43116
2 10 10955
3 98759 4
3 44359 10
2 10 44359
2 4385 -1
2 5019 -1
2 6 10965
2 1378 -1
2 6 10971
2 5 10922
3 99024 6
2 5 86786
3 47940 4
2 3209 -1
3 43005 4
2 7 10977
2 5 99024
3 98752 7
2 2 10882
2 10 98752
2 4 10984
2 16 47747
3 65771 8
2 3277 -1
2 8 65770
2 9 47763
2 2 43030
2 6 47772
3 43088 6
2 6 43088
2 8 47778
3 66639 4
2 5 47786
2 1 14
2 2041 -1
3 86801 8
2 7 86801
2 3 43122
2 9 47791
2 6 47800
2 4 43005
2 10 47806
3 99405 8
2 7 99405
2 10 47816
3 98855 9
2 3 47940
2 10 47826
2 2875 -1
2 4103 -1
3 99393 5
2 8 98855
2 4 66639
2 9 47836
2 5 99393
3 65761 9
3 59797 -1
2 2766 -1
2 2333 -1
2 3 65761
2 3 65764
2 10 47845
2 9 95878
3 65788 273
2 5 47855
3 65770 8
2 7 65767
2 3 65774
3 10955 10
3 47917 4
2 6 10955
2 5 95887
3 98943 3
2 4 10961
3 98729 4
2 5 95892
2 149 95897
3 43010 1
2 7 96046
2 10 96053
2 9 96063
2 8 96072
3 99155 170
2 7 96080
2 7 96087
2 7 96094
3 10871 8
3 98838 8
2 6 10871
2 5 98838
3 98897 17
2 9 98897
3 98667 8
2 6 98667
2 6 98906
2 2618 -1
2 10 96101
2 8 96111
2 6 96119
2 2467 -1
2 9 96125
3 46781 9
2 6 46781
3 99398 2
3 44684 9
2 4345 -1
2 2058 -1
2 9 44684
2 2 10877
2 2 65777
3 86811 6
2 7 86810
2 6 96134
3 99400 5
2 3239 -1
2 4 47917
5000
1 1000
2 7 0
2 8 7
2 7 15
2 5 22
